country,year,dev_level,region,equities,bonds,real_estate,commodities,cash,shock_event
Egypt,1992,emerging,Africa,-18.79,-6.92,-8.83,4.28,7.72,
Egypt,1993,emerging,Africa,-7.98,-20.0,-9.7,15.17,10.1,
Egypt,1994,emerging,Africa,4.05,-5.71,-20.04,5.94,10.39,
Egypt,1995,emerging,Africa,12.2,-17.64,4.35,4.97,9.4,
Egypt,1996,emerging,Africa,8.44,-12.87,-11.57,4.55,10.11,
Egypt,1997,emerging,Africa,-9.57,-5.38,-9.31,26.27,10.13,Asian Financial Crisis
Egypt,1998,emerging,Africa,-14.92,-20.0,-20.93,2.5,10.26,LTCM / Russia default
Egypt,1999,emerging,Africa,9.53,-8.46,7.34,1.8,11.0,
Egypt,2000,emerging,Africa,20.69,-11.22,-3.88,30.38,10.2,
Egypt,2001,emerging,Africa,-9.54,-8.49,-31.86,10.87,9.73,Dot-com bust / 9-11
Egypt,2002,emerging,Africa,-19.43,-2.25,-23.37,21.55,9.77,Corporate scandals
Egypt,2003,emerging,Africa,-0.85,-7.88,-14.37,21.96,9.23,
Egypt,2004,emerging,Africa,6.32,-3.96,-11.29,-12.54,10.08,
Egypt,2005,emerging,Africa,14.3,-6.23,-0.34,27.84,9.43,
Egypt,2006,emerging,Africa,-3.4,-10.15,-15.23,4.07,9.16,
Egypt,2007,emerging,Africa,-3.2,-4.34,-6.7,0.2,7.53,
Egypt,2008,emerging,Africa,-30.75,4.57,-15.95,44.72,7.37,Global Financial Crisis
Egypt,2009,emerging,Africa,0.71,7.22,-19.66,1.45,7.35,GFC trough
Egypt,2010,emerging,Africa,-16.72,-3.86,-8.53,-14.41,8.38,
Egypt,2011,emerging,Africa,-7.71,-1.56,-12.58,4.54,7.19,Euro debt crisis
Egypt,2012,emerging,Africa,-7.79,-6.37,-3.79,14.1,8.2,
Egypt,2013,emerging,Africa,-2.43,-5.94,-9.57,25.86,8.45,
Egypt,2014,emerging,Africa,2.11,-13.22,-5.67,13.14,9.07,
Egypt,2015,emerging,Africa,-3.73,-4.11,1.79,37.53,8.52,China slowdown
Egypt,2016,emerging,Africa,9.19,-17.14,1.05,-10.99,8.26,
Egypt,2017,emerging,Africa,10.58,-17.81,-10.04,6.29,9.88,
Egypt,2018,emerging,Africa,-4.99,-12.45,-7.39,24.81,10.05,
Egypt,2019,emerging,Africa,-13.7,-7.24,-9.23,16.02,10.54,
Egypt,2020,emerging,Africa,-9.59,2.87,-16.84,4.23,10.62,COVID-19
Egypt,2021,emerging,Africa,-13.93,-5.6,-4.93,-3.01,10.68,COVID recovery / stimulus
Egypt,2022,emerging,Africa,-7.13,-10.05,-24.06,30.25,11.57,Inflation / rate hike cycle
Egypt,2023,emerging,Africa,-16.24,-11.03,-0.05,-9.66,11.88,Rates plateau
Egypt,2024,emerging,Africa,10.8,-7.85,-18.11,25.71,12.7,
Saudi_Arabia,1985,emerging,MiddleEast,18.17,-4.95,4.97,12.62,3.02,
Saudi_Arabia,1986,emerging,MiddleEast,30.12,6.65,6.97,13.67,3.69,
Saudi_Arabia,1987,emerging,MiddleEast,36.91,6.5,-5.24,3.1,3.17,Black Monday
Saudi_Arabia,1988,emerging,MiddleEast,14.71,4.69,26.29,-3.12,2.77,
Saudi_Arabia,1989,emerging,MiddleEast,7.11,-4.54,7.23,23.25,3.75,
Saudi_Arabia,1990,emerging,MiddleEast,-26.32,-7.89,-6.64,-2.32,4.72,Gulf War / S&L crisis
Saudi_Arabia,1991,emerging,MiddleEast,-8.23,-4.16,-6.12,-9.89,4.5,Recession
Saudi_Arabia,1992,emerging,MiddleEast,-2.47,6.06,-5.94,1.41,4.05,
Saudi_Arabia,1993,emerging,MiddleEast,17.26,2.4,13.16,-10.8,3.39,
Saudi_Arabia,1994,emerging,MiddleEast,0.19,-2.47,3.51,32.27,3.51,
Saudi_Arabia,1995,emerging,MiddleEast,7.62,0.72,-4.17,-7.01,1.94,
Saudi_Arabia,1996,emerging,MiddleEast,4.05,6.85,-4.59,-4.81,1.27,
Saudi_Arabia,1997,emerging,MiddleEast,-10.42,4.61,9.83,-6.82,0.62,Asian Financial Crisis
Saudi_Arabia,1998,emerging,MiddleEast,-12.23,4.39,9.56,8.46,1.56,LTCM / Russia default
Saudi_Arabia,1999,emerging,MiddleEast,6.97,-2.2,19.8,35.02,1.68,
Saudi_Arabia,2000,emerging,MiddleEast,7.64,3.98,4.73,17.19,3.79,
Saudi_Arabia,2001,emerging,MiddleEast,-2.74,2.01,2.14,-10.66,3.39,Dot-com bust / 9-11
Saudi_Arabia,2002,emerging,MiddleEast,-4.75,6.51,8.55,18.09,4.5,Corporate scandals
Saudi_Arabia,2003,emerging,MiddleEast,14.3,2.4,8.88,14.43,3.2,
Saudi_Arabia,2004,emerging,MiddleEast,-2.38,-3.47,14.65,32.0,1.78,
Saudi_Arabia,2005,emerging,MiddleEast,25.68,5.6,14.45,13.35,2.45,
Saudi_Arabia,2006,emerging,MiddleEast,10.74,0.02,6.77,12.79,1.47,
Saudi_Arabia,2007,emerging,MiddleEast,19.11,5.69,4.89,-11.0,1.28,
Saudi_Arabia,2008,emerging,MiddleEast,1.31,0.22,-3.04,-27.01,0.28,Global Financial Crisis
Saudi_Arabia,2009,emerging,MiddleEast,10.98,5.71,8.68,45.34,0.01,GFC trough
Saudi_Arabia,2010,emerging,MiddleEast,8.75,11.55,-1.46,-18.55,0.0,
Saudi_Arabia,2011,emerging,MiddleEast,9.59,9.56,3.62,9.11,0.0,Euro debt crisis
Saudi_Arabia,2012,emerging,MiddleEast,10.58,-2.45,4.62,12.9,0.44,
Saudi_Arabia,2013,emerging,MiddleEast,6.1,2.78,18.25,18.2,0.82,
Saudi_Arabia,2014,emerging,MiddleEast,10.32,-0.12,8.94,-7.59,1.9,
Saudi_Arabia,2015,emerging,MiddleEast,21.93,13.92,19.77,0.19,0.48,China slowdown
Saudi_Arabia,2016,emerging,MiddleEast,40.92,1.43,4.89,21.7,0.71,
Saudi_Arabia,2017,emerging,MiddleEast,35.87,1.37,12.46,30.34,1.61,
Saudi_Arabia,2018,emerging,MiddleEast,9.92,-5.2,-5.24,20.98,1.69,
Saudi_Arabia,2019,emerging,MiddleEast,29.44,1.16,16.56,0.92,2.82,
Saudi_Arabia,2020,emerging,MiddleEast,-3.58,11.12,-2.01,-6.05,2.16,COVID-19
Saudi_Arabia,2021,emerging,MiddleEast,16.49,-1.0,8.22,3.17,3.19,COVID recovery / stimulus
Saudi_Arabia,2022,emerging,MiddleEast,17.62,-0.67,23.8,19.95,4.23,Inflation / rate hike cycle
Saudi_Arabia,2023,emerging,MiddleEast,0.37,-9.91,5.16,21.17,4.37,Rates plateau
Saudi_Arabia,2024,emerging,MiddleEast,30.2,-14.36,17.94,13.15,4.24,
UAE,1985,emerging,MiddleEast,18.65,0.52,9.48,22.86,3.3,
UAE,1986,emerging,MiddleEast,-8.54,-2.28,-7.19,18.14,3.76,
UAE,1987,emerging,MiddleEast,-8.86,-6.52,-3.52,2.03,3.77,Black Monday
UAE,1988,emerging,MiddleEast,3.76,1.52,12.51,24.92,4.35,
UAE,1989,emerging,MiddleEast,22.84,6.45,14.44,5.75,4.71,
UAE,1990,emerging,MiddleEast,-10.55,-9.68,-3.34,22.04,7.16,Gulf War / S&L crisis
UAE,1991,emerging,MiddleEast,-6.67,-3.39,-7.05,-0.58,8.18,Recession
UAE,1992,emerging,MiddleEast,10.27,-2.32,1.17,18.09,7.8,
UAE,1993,emerging,MiddleEast,-3.7,3.0,-0.58,1.61,8.61,
UAE,1994,emerging,MiddleEast,9.96,6.03,-9.07,27.26,6.8,
UAE,1995,emerging,MiddleEast,-2.78,-1.45,-10.06,-18.89,6.97,
UAE,1996,emerging,MiddleEast,36.47,-5.6,-1.45,17.76,4.77,
UAE,1997,emerging,MiddleEast,13.9,5.01,-3.61,1.7,3.81,Asian Financial Crisis
UAE,1998,emerging,MiddleEast,-4.91,5.51,13.37,28.04,4.82,LTCM / Russia default
UAE,1999,emerging,MiddleEast,-8.94,-2.72,21.31,31.56,4.0,
UAE,2000,emerging,MiddleEast,12.8,-9.36,7.8,8.82,5.07,
UAE,2001,emerging,MiddleEast,14.45,-0.65,7.09,13.56,4.13,Dot-com bust / 9-11
UAE,2002,emerging,MiddleEast,1.15,-2.69,15.34,-18.33,5.14,Corporate scandals
UAE,2003,emerging,MiddleEast,-11.37,-0.12,13.35,6.42,4.2,
UAE,2004,emerging,MiddleEast,23.37,1.66,9.09,-2.51,3.57,
UAE,2005,emerging,MiddleEast,13.39,10.79,11.88,2.36,2.22,
UAE,2006,emerging,MiddleEast,41.96,-12.2,15.93,5.43,2.57,
UAE,2007,emerging,MiddleEast,9.99,-4.19,4.27,13.61,4.61,
UAE,2008,emerging,MiddleEast,-1.98,-9.5,-9.8,3.66,3.77,Global Financial Crisis
UAE,2009,emerging,MiddleEast,1.67,4.26,15.63,5.99,1.78,GFC trough
UAE,2010,emerging,MiddleEast,23.83,8.6,8.68,3.1,3.13,
UAE,2011,emerging,MiddleEast,1.27,-1.75,7.93,17.58,3.15,Euro debt crisis
UAE,2012,emerging,MiddleEast,-5.21,4.56,4.53,7.81,3.34,
UAE,2013,emerging,MiddleEast,5.09,5.15,10.64,24.58,2.01,
UAE,2014,emerging,MiddleEast,4.12,0.52,0.76,-17.42,2.45,
UAE,2015,emerging,MiddleEast,8.41,6.56,4.77,11.19,1.56,China slowdown
UAE,2016,emerging,MiddleEast,8.95,2.68,12.89,32.51,0.0,
UAE,2017,emerging,MiddleEast,17.57,10.84,-10.37,11.9,1.66,
UAE,2018,emerging,MiddleEast,5.82,2.63,3.4,0.5,1.47,
UAE,2019,emerging,MiddleEast,4.34,2.47,18.31,-12.14,1.03,
UAE,2020,emerging,MiddleEast,3.34,7.31,-7.57,2.37,1.81,COVID-19
UAE,2021,emerging,MiddleEast,0.64,1.9,-1.09,3.59,1.09,COVID recovery / stimulus
UAE,2022,emerging,MiddleEast,15.34,-3.0,6.48,15.67,3.48,Inflation / rate hike cycle
UAE,2023,emerging,MiddleEast,1.36,1.04,-7.53,-9.37,4.11,Rates plateau
UAE,2024,emerging,MiddleEast,-1.09,2.21,4.99,-0.99,5.2,
Indonesia,1985,emerging,Asia,9.5,-1.76,3.22,9.21,6.04,
Indonesia,1986,emerging,Asia,-17.93,-1.84,6.71,2.22,5.83,
Indonesia,1987,emerging,Asia,4.67,5.87,10.76,23.63,4.42,Black Monday
Indonesia,1988,emerging,Asia,15.67,7.1,11.27,15.4,3.31,
Indonesia,1989,emerging,Asia,44.38,-6.74,-2.56,3.2,2.42,
Indonesia,1990,emerging,Asia,2.59,10.47,6.28,-13.2,3.61,Gulf War / S&L crisis
Indonesia,1991,emerging,Asia,0.64,11.13,1.38,8.76,1.94,Recession
Indonesia,1992,emerging,Asia,44.95,6.58,10.18,1.62,1.09,
Indonesia,1993,emerging,Asia,6.51,-2.95,26.88,-1.02,0.0,
Indonesia,1994,emerging,Asia,6.21,1.46,14.83,6.87,0.32,
Indonesia,1995,emerging,Asia,10.57,-1.16,10.01,17.95,0.81,
Indonesia,1996,emerging,Asia,16.26,-4.58,19.63,8.61,1.78,
Indonesia,1997,emerging,Asia,35.84,-6.82,7.78,1.3,3.09,Asian Financial Crisis
Indonesia,1998,emerging,Asia,13.38,-8.01,5.72,15.18,5.3,LTCM / Russia default
Indonesia,1999,emerging,Asia,23.5,1.73,6.34,30.09,6.2,
Indonesia,2000,emerging,Asia,17.97,-1.69,10.6,24.08,6.38,
Indonesia,2001,emerging,Asia,19.82,-10.23,-9.79,7.46,8.28,Dot-com bust / 9-11
Indonesia,2002,emerging,Asia,-26.23,1.26,-15.1,12.49,7.41,Corporate scandals
Indonesia,2003,emerging,Asia,13.95,-13.77,-10.24,14.59,7.3,
Indonesia,2004,emerging,Asia,-1.3,-7.76,3.91,-1.12,7.84,
Indonesia,2005,emerging,Asia,3.31,-3.29,7.23,-5.93,8.36,
Indonesia,2006,emerging,Asia,21.33,1.33,-10.18,-0.05,8.73,
Indonesia,2007,emerging,Asia,1.29,-10.61,0.65,33.53,8.02,
Indonesia,2008,emerging,Asia,8.38,-8.03,-8.85,32.95,8.05,Global Financial Crisis
Indonesia,2009,emerging,Asia,-14.92,-2.27,-13.26,17.5,7.35,GFC trough
Indonesia,2010,emerging,Asia,12.72,-13.65,-11.22,-10.6,7.14,
Indonesia,2011,emerging,Asia,-20.52,-7.92,-13.85,31.78,6.14,Euro debt crisis
Indonesia,2012,emerging,Asia,-12.56,-1.43,11.2,7.12,6.77,
Indonesia,2013,emerging,Asia,17.93,1.2,0.98,0.37,6.79,
Indonesia,2014,emerging,Asia,-9.03,-7.18,12.58,28.85,6.29,
Indonesia,2015,emerging,Asia,-14.12,-7.91,-2.0,5.68,4.75,China slowdown
Indonesia,2016,emerging,Asia,12.06,11.08,10.67,9.8,4.39,
Indonesia,2017,emerging,Asia,1.0,-7.04,-0.24,8.85,3.07,
Indonesia,2018,emerging,Asia,12.92,2.72,28.08,35.79,2.5,
Indonesia,2019,emerging,Asia,22.69,5.99,28.62,-23.76,1.75,
Indonesia,2020,emerging,Asia,2.26,0.76,5.87,10.18,0.44,COVID-19
Indonesia,2021,emerging,Asia,22.71,0.38,21.08,13.87,0.58,COVID recovery / stimulus
Indonesia,2022,emerging,Asia,28.83,0.86,21.8,15.26,2.55,Inflation / rate hike cycle
Indonesia,2023,emerging,Asia,32.86,11.1,24.82,6.79,1.98,Rates plateau
Indonesia,2024,emerging,Asia,18.74,-7.02,17.55,-0.99,3.66,
Thailand,1985,emerging,Asia,4.85,-6.84,11.11,-5.95,3.72,
Thailand,1986,emerging,Asia,11.97,-0.53,11.23,-3.35,3.85,
Thailand,1987,emerging,Asia,11.2,6.36,19.26,9.07,2.95,Black Monday
Thailand,1988,emerging,Asia,9.73,4.5,11.47,26.7,2.11,
Thailand,1989,emerging,Asia,10.57,5.44,7.73,-8.08,3.28,
Thailand,1990,emerging,Asia,17.9,1.95,-7.58,18.07,2.49,Gulf War / S&L crisis
Thailand,1991,emerging,Asia,8.56,0.77,8.45,23.68,0.52,Recession
Thailand,1992,emerging,Asia,-4.83,3.35,12.76,-2.35,0.18,
Thailand,1993,emerging,Asia,30.27,6.89,19.17,9.45,0.21,
Thailand,1994,emerging,Asia,6.2,0.12,5.32,3.01,1.19,
Thailand,1995,emerging,Asia,-0.21,5.25,5.75,-10.5,1.38,
Thailand,1996,emerging,Asia,7.25,6.86,14.59,18.12,0.74,
Thailand,1997,emerging,Asia,7.3,13.49,-1.15,24.91,0.59,Asian Financial Crisis
Thailand,1998,emerging,Asia,21.5,2.17,21.53,0.93,1.26,LTCM / Russia default
Thailand,1999,emerging,Asia,16.44,-1.98,6.74,23.67,2.01,
Thailand,2000,emerging,Asia,16.01,-9.39,11.24,-8.9,2.3,
Thailand,2001,emerging,Asia,7.55,6.89,10.16,14.42,2.49,Dot-com bust / 9-11
Thailand,2002,emerging,Asia,5.07,5.7,3.3,19.36,2.13,Corporate scandals
Thailand,2003,emerging,Asia,7.04,-3.83,7.19,-14.35,2.43,
Thailand,2004,emerging,Asia,29.79,-3.61,19.52,0.4,3.86,
Thailand,2005,emerging,Asia,8.6,-7.08,2.27,-0.24,4.36,
Thailand,2006,emerging,Asia,13.03,2.27,-7.1,18.76,4.15,
Thailand,2007,emerging,Asia,-11.2,-1.61,3.09,9.78,5.06,
Thailand,2008,emerging,Asia,-4.96,6.41,-22.61,30.17,7.08,Global Financial Crisis
Thailand,2009,emerging,Asia,-20.95,-7.17,-25.88,0.02,7.89,GFC trough
Thailand,2010,emerging,Asia,-1.83,-2.62,-10.97,-12.11,7.19,
Thailand,2011,emerging,Asia,-1.93,8.15,-0.2,21.06,7.09,Euro debt crisis
Thailand,2012,emerging,Asia,-10.05,-3.35,-13.71,20.96,7.0,
Thailand,2013,emerging,Asia,18.09,4.46,-1.9,-11.47,6.42,
Thailand,2014,emerging,Asia,10.0,10.38,-0.23,14.3,5.65,
Thailand,2015,emerging,Asia,15.13,8.07,10.64,34.17,4.46,China slowdown
Thailand,2016,emerging,Asia,21.65,4.6,1.4,-12.56,4.27,
Thailand,2017,emerging,Asia,1.23,3.08,9.38,21.52,4.92,
Thailand,2018,emerging,Asia,5.13,1.33,3.59,-10.84,6.33,
Thailand,2019,emerging,Asia,5.1,-3.81,3.82,25.7,5.2,
Thailand,2020,emerging,Asia,16.04,-4.23,0.8,-3.51,5.96,COVID-19
Thailand,2021,emerging,Asia,20.59,-11.22,6.17,11.7,5.72,COVID recovery / stimulus
Thailand,2022,emerging,Asia,14.52,-11.02,-10.78,6.56,7.72,Inflation / rate hike cycle
Thailand,2023,emerging,Asia,-0.42,-8.39,-1.61,8.94,8.84,Rates plateau
Thailand,2024,emerging,Asia,-11.6,-12.82,8.69,38.78,9.42,
