country,region,dev_level,year,gdp_growth,gdp_level,inflation,policy_rate,unemployment,current_account,debt_to_gdp,fx_change,biz_confidence,fin_stress_idx,shock_event
Argentina,LatAm,emerging,1994,-0.365,94.49,24.389,28.922,8.853,-2.426,141.03,1.163,51.68,0.0,
Argentina,LatAm,emerging,1995,-0.186,94.32,21.383,28.603,8.656,-0.165,155.99,-1.287,47.0,0.0,
Argentina,LatAm,emerging,1996,1.592,95.82,22.882,28.698,7.955,-2.11,169.84,1.425,52.29,0.0,
Argentina,LatAm,emerging,1997,1.994,97.73,23.155,27.683,7.036,0.341,187.34,2.519,53.97,1.2,Asian Financial Crisis
Argentina,LatAm,emerging,1998,1.9,99.58,22.979,26.996,7.195,-0.666,207.42,7.317,54.65,1.0,LTCM / Russia default
Argentina,LatAm,emerging,1999,2.379,101.95,23.207,26.063,6.702,0.203,225.38,2.885,58.71,0.0,
Argentina,LatAm,emerging,2000,1.579,103.56,22.2,27.152,7.596,-0.782,245.05,0.326,54.04,0.0,
Argentina,LatAm,emerging,2001,1.176,104.78,27.95,28.711,6.569,-0.97,250.0,1.127,37.97,0.9,Dot-com bust / 9-11
Argentina,LatAm,emerging,2002,1.676,106.54,48.036,35.279,5.776,1.876,250.0,-18.661,54.13,0.7,Corporate scandals
Argentina,LatAm,emerging,2003,3.263,110.01,47.67,39.353,5.438,1.384,250.0,-1.153,52.19,0.0,
Argentina,LatAm,emerging,2004,1.254,111.39,44.471,42.311,7.57,-2.861,250.0,-2.836,51.49,0.0,
Argentina,LatAm,emerging,2005,1.359,112.91,56.185,47.438,7.405,0.758,250.0,-10.677,54.26,0.0,
Argentina,LatAm,emerging,2006,2.846,116.12,57.405,52.028,6.253,1.046,250.0,-7.791,57.2,0.0,
Argentina,LatAm,emerging,2007,2.395,118.9,63.944,56.199,6.994,0.463,250.0,-14.341,61.67,0.0,
Argentina,LatAm,emerging,2008,-1.634,116.96,72.757,61.355,9.583,2.742,250.0,-19.658,38.86,3.0,Global Financial Crisis
Argentina,LatAm,emerging,2009,-3.724,112.6,66.161,67.245,9.986,-0.794,250.0,-31.758,39.12,2.5,GFC trough
Argentina,LatAm,emerging,2010,-1.449,110.97,60.408,69.548,9.231,0.861,250.0,-14.607,48.98,0.0,
Argentina,LatAm,emerging,2011,-4.62,105.85,54.709,69.797,10.079,2.073,250.0,-8.151,39.64,0.6,Euro debt crisis
Argentina,LatAm,emerging,2012,-2.82,102.86,55.274,70.434,8.555,-1.087,250.0,-15.759,36.48,0.0,
Argentina,LatAm,emerging,2013,-1.451,101.37,54.987,70.588,7.796,0.905,250.0,-17.905,49.78,0.0,
Argentina,LatAm,emerging,2014,0.455,101.83,56.06,71.896,8.033,1.737,250.0,-16.823,48.93,0.0,
Argentina,LatAm,emerging,2015,0.571,102.41,57.383,73.684,8.289,-1.745,250.0,-13.954,50.06,0.4,China slowdown
Argentina,LatAm,emerging,2016,1.439,103.88,52.902,73.82,6.983,3.855,250.0,-7.708,52.14,0.0,
Argentina,LatAm,emerging,2017,3.687,107.72,57.259,75.595,6.449,-0.109,250.0,3.015,60.17,0.0,
Argentina,LatAm,emerging,2018,3.53,111.52,52.425,74.562,6.096,-3.075,250.0,-10.817,58.66,0.0,
Argentina,LatAm,emerging,2019,5.396,117.53,50.347,73.253,5.99,2.253,250.0,-9.817,66.86,0.0,
Argentina,LatAm,emerging,2020,-0.52,116.92,47.328,71.401,8.363,-1.551,250.0,-42.425,45.2,2.8,COVID-19
Argentina,LatAm,emerging,2021,4.376,122.04,52.385,70.761,5.737,-1.125,250.0,1.245,61.94,0.2,COVID recovery / stimulus
Argentina,LatAm,emerging,2022,3.394,126.18,52.099,70.518,6.439,-0.538,250.0,-6.421,55.34,1.0,Inflation / rate hike cycle
Argentina,LatAm,emerging,2023,1.175,127.66,46.631,67.733,7.666,1.931,250.0,-8.445,50.52,0.4,Rates plateau
Argentina,LatAm,emerging,2024,0.175,127.89,45.135,65.818,7.825,-3.957,250.0,-9.894,50.33,0.0,
Chile,LatAm,emerging,1985,2.288,102.29,3.335,5.886,6.85,0.959,55.07,4.013,55.75,0.0,
Chile,LatAm,emerging,1986,4.451,106.84,4.708,6.029,6.279,2.146,58.03,-7.335,53.04,0.0,
Chile,LatAm,emerging,1987,3.609,110.7,6.337,6.467,6.764,2.63,62.55,5.476,49.8,0.8,Black Monday
Chile,LatAm,emerging,1988,4.286,115.44,4.755,5.231,5.713,2.649,65.17,10.013,55.89,0.0,
Chile,LatAm,emerging,1989,7.152,123.7,5.059,5.802,3.785,2.221,65.16,-3.403,62.78,0.0,
Chile,LatAm,emerging,1990,6.794,132.1,7.491,6.499,4.578,-0.12,68.01,6.87,58.4,0.6,Gulf War / S&L crisis
Chile,LatAm,emerging,1991,7.265,141.7,8.855,7.536,4.782,3.412,73.42,4.628,58.16,0.5,Recession
Chile,LatAm,emerging,1992,6.189,150.47,9.136,9.927,5.123,0.909,75.85,-3.03,57.25,0.0,
Chile,LatAm,emerging,1993,5.804,159.2,11.645,10.965,5.124,-1.731,80.04,4.69,62.13,0.0,
Chile,LatAm,emerging,1994,5.597,168.11,11.365,11.836,5.465,0.628,83.32,-1.371,58.35,0.0,
Chile,LatAm,emerging,1995,4.845,176.25,9.507,13.592,6.933,-2.409,84.74,-6.288,55.75,0.0,
Chile,LatAm,emerging,1996,5.709,186.32,9.688,13.961,5.41,-1.384,88.09,-1.657,52.38,0.0,
Chile,LatAm,emerging,1997,3.248,192.37,6.631,13.876,6.499,1.222,89.22,-8.057,53.65,1.2,Asian Financial Crisis
Chile,LatAm,emerging,1998,-0.379,191.64,8.486,11.88,8.611,-1.777,96.72,14.845,40.71,1.0,LTCM / Russia default
Chile,LatAm,emerging,1999,1.551,194.61,4.073,11.134,7.121,0.26,99.66,4.031,47.59,0.0,
Chile,LatAm,emerging,2000,3.778,201.96,3.34,9.039,6.909,-0.135,107.04,6.455,52.33,0.0,
Chile,LatAm,emerging,2001,2.656,207.33,3.702,9.599,6.891,0.353,111.02,-0.013,55.43,0.9,Dot-com bust / 9-11
Chile,LatAm,emerging,2002,2.482,212.47,3.015,8.235,6.482,-2.804,113.59,7.937,51.08,0.7,Corporate scandals
Chile,LatAm,emerging,2003,3.832,220.61,-1.645,7.034,6.004,-0.963,117.19,-0.636,48.42,0.0,
Chile,LatAm,emerging,2004,5.105,231.88,0.07,5.789,4.964,-2.94,120.15,9.396,56.99,0.0,
Chile,LatAm,emerging,2005,3.295,239.52,1.406,5.104,6.785,1.213,117.03,3.654,51.11,0.0,
Chile,LatAm,emerging,2006,1.89,244.04,1.648,4.842,6.235,1.409,121.69,1.09,49.76,0.0,
Chile,LatAm,emerging,2007,1.367,247.38,4.27,3.633,7.849,-0.33,124.41,-8.472,51.27,0.0,
Chile,LatAm,emerging,2008,-0.713,245.62,2.483,3.654,8.401,-1.288,130.0,-15.498,47.97,3.0,Global Financial Crisis
Chile,LatAm,emerging,2009,-0.482,244.43,3.106,3.19,7.923,-0.606,134.72,-13.085,50.8,2.5,GFC trough
Chile,LatAm,emerging,2010,0.689,246.12,0.696,1.507,8.044,-0.119,138.88,-1.527,53.35,0.0,
Chile,LatAm,emerging,2011,1.052,248.71,0.44,0.8,6.875,3.979,140.76,4.441,48.5,0.6,Euro debt crisis
Chile,LatAm,emerging,2012,0.652,250.33,0.784,1.449,7.414,-1.741,143.49,3.61,55.74,0.0,
Chile,LatAm,emerging,2013,2.038,255.43,2.815,2.256,6.404,-1.927,143.68,-6.155,54.93,0.0,
Chile,LatAm,emerging,2014,3.002,263.1,3.311,0.476,7.527,-1.789,149.09,-6.89,51.31,0.0,
Chile,LatAm,emerging,2015,0.493,264.39,3.993,0.122,7.217,-2.745,152.59,3.709,55.25,0.4,China slowdown
Chile,LatAm,emerging,2016,0.672,266.17,4.532,-0.195,7.497,-1.038,155.23,5.075,53.81,0.0,
Chile,LatAm,emerging,2017,0.617,267.81,6.523,0.975,7.529,-1.417,156.38,8.105,51.69,0.0,
Chile,LatAm,emerging,2018,1.798,272.63,5.594,3.841,7.754,-1.442,159.1,-1.399,52.68,0.0,
Chile,LatAm,emerging,2019,1.632,277.08,6.253,5.619,6.527,-2.256,162.32,-2.71,58.04,0.0,
Chile,LatAm,emerging,2020,-0.449,275.83,7.511,5.883,8.081,-2.903,169.16,-15.016,45.07,2.8,COVID-19
Chile,LatAm,emerging,2021,3.335,285.03,8.025,6.855,6.778,-2.94,175.13,-1.16,50.59,0.2,COVID recovery / stimulus
Chile,LatAm,emerging,2022,-0.075,284.82,9.847,8.857,8.875,0.711,185.84,-1.819,50.77,1.0,Inflation / rate hike cycle
Chile,LatAm,emerging,2023,0.127,285.18,6.908,8.213,6.906,2.574,191.13,-4.73,45.82,0.4,Rates plateau
Chile,LatAm,emerging,2024,0.975,287.96,9.954,10.631,6.682,-0.709,196.87,3.306,52.08,0.0,
Colombia,LatAm,emerging,1985,2.736,102.74,5.645,7.093,7.439,1.094,53.58,-13.378,53.71,0.0,
Colombia,LatAm,emerging,1986,5.427,108.31,8.268,6.444,5.13,-2.403,58.41,0.391,55.45,0.0,
Colombia,LatAm,emerging,1987,4.586,113.28,2.612,5.166,5.725,1.691,56.14,-1.039,57.98,0.8,Black Monday
Colombia,LatAm,emerging,1988,2.573,116.19,3.648,5.083,7.571,-0.46,57.88,4.83,49.7,0.0,
Colombia,LatAm,emerging,1989,2.54,119.14,3.107,4.724,7.154,1.108,58.44,1.401,58.1,0.0,
Colombia,LatAm,emerging,1990,0.822,120.12,4.156,4.482,7.557,-3.261,63.86,-3.469,53.05,0.6,Gulf War / S&L crisis
Colombia,LatAm,emerging,1991,-0.454,119.58,3.342,5.123,8.724,0.417,68.55,-0.795,48.33,0.5,Recession
Colombia,LatAm,emerging,1992,-0.26,119.27,5.581,4.662,8.872,-0.632,71.63,3.769,49.7,0.0,
Colombia,LatAm,emerging,1993,0.323,119.65,5.505,5.565,7.507,-0.252,74.75,4.321,50.16,0.0,
Colombia,LatAm,emerging,1994,3.287,123.59,5.191,5.58,6.271,-2.633,74.94,-2.561,58.1,0.0,
Colombia,LatAm,emerging,1995,3.301,127.67,4.284,6.56,7.125,2.511,75.72,-2.111,60.16,0.0,
Colombia,LatAm,emerging,1996,3.64,132.31,3.992,6.947,6.684,-1.143,78.64,5.085,51.72,0.0,
Colombia,LatAm,emerging,1997,2.98,136.25,2.288,5.482,6.229,0.954,80.52,-2.279,52.01,1.2,Asian Financial Crisis
Colombia,LatAm,emerging,1998,1.253,137.96,3.62,6.098,7.334,-0.405,84.46,-9.578,51.4,1.0,LTCM / Russia default
Colombia,LatAm,emerging,1999,5.537,145.6,3.751,5.972,5.603,3.291,88.27,-10.253,59.6,0.0,
Colombia,LatAm,emerging,2000,8.239,157.6,5.346,5.598,4.021,-2.561,91.74,-4.733,61.99,0.0,
Colombia,LatAm,emerging,2001,4.95,165.4,4.172,6.882,5.577,-1.118,91.95,-8.96,51.52,0.9,Dot-com bust / 9-11
Colombia,LatAm,emerging,2002,4.207,172.36,6.342,6.769,6.682,-1.435,94.15,-5.65,57.58,0.7,Corporate scandals
Colombia,LatAm,emerging,2003,6.672,183.86,2.65,6.199,5.296,-2.894,97.03,6.962,59.77,0.0,
Colombia,LatAm,emerging,2004,6.664,196.11,6.742,8.469,4.637,-1.065,97.66,4.512,55.41,0.0,
Colombia,LatAm,emerging,2005,5.695,207.28,6.699,8.356,5.292,5.129,100.16,-2.537,61.18,0.0,
Colombia,LatAm,emerging,2006,5.559,218.8,9.338,9.377,5.096,-3.567,100.07,-10.33,59.08,0.0,
Colombia,LatAm,emerging,2007,3.535,226.54,11.081,10.378,6.111,-1.688,105.37,-5.697,52.09,0.0,
Colombia,LatAm,emerging,2008,1.477,229.88,11.514,10.96,7.582,0.018,111.45,-8.889,44.37,3.0,Global Financial Crisis
Colombia,LatAm,emerging,2009,1.175,232.58,9.374,11.784,7.78,2.294,115.61,4.075,46.78,2.5,GFC trough
Colombia,LatAm,emerging,2010,1.253,235.5,7.906,12.883,6.871,-1.884,124.92,2.401,58.15,0.0,
Colombia,LatAm,emerging,2011,0.999,237.85,8.125,11.95,7.572,-3.548,132.53,0.83,50.05,0.6,Euro debt crisis
Colombia,LatAm,emerging,2012,1.281,240.9,5.811,11.768,6.774,1.024,142.98,7.334,47.31,0.0,
Colombia,LatAm,emerging,2013,1.317,244.07,6.592,11.154,6.642,0.771,149.34,9.244,51.12,0.0,
Colombia,LatAm,emerging,2014,3.389,252.34,3.839,9.401,6.666,2.167,152.63,0.619,50.7,0.0,
Colombia,LatAm,emerging,2015,3.084,260.12,5.565,8.752,6.333,-2.26,156.45,8.771,53.83,0.4,China slowdown
Colombia,LatAm,emerging,2016,2.111,265.61,4.923,7.052,6.438,2.721,160.84,9.627,52.73,0.0,
Colombia,LatAm,emerging,2017,2.54,272.36,6.32,5.093,6.833,-0.098,167.51,4.577,50.23,0.0,
Colombia,LatAm,emerging,2018,4.395,284.33,5.631,4.827,5.901,-0.406,173.69,1.664,56.9,0.0,
Colombia,LatAm,emerging,2019,5.377,299.62,7.791,6.511,6.021,1.217,177.81,5.509,57.41,0.0,
Colombia,LatAm,emerging,2020,1.073,302.83,10.496,8.899,7.459,-0.907,187.44,1.433,44.97,2.8,COVID-19
Colombia,LatAm,emerging,2021,5.003,317.98,10.853,9.475,5.563,0.531,192.54,2.913,60.61,0.2,COVID recovery / stimulus
Colombia,LatAm,emerging,2022,4.716,332.98,12.03,11.344,5.681,-2.471,201.12,-1.228,62.52,1.0,Inflation / rate hike cycle
Colombia,LatAm,emerging,2023,5.886,352.58,11.306,12.452,5.139,-2.007,205.43,-6.105,57.46,0.4,Rates plateau
Colombia,LatAm,emerging,2024,2.888,362.76,9.056,12.265,6.448,-1.323,213.44,7.553,56.11,0.0,
Russia,EasternEurope,emerging,1985,2.328,102.33,8.863,9.896,6.452,-1.538,54.81,-2.058,50.6,0.0,
Russia,EasternEurope,emerging,1986,2.444,104.83,9.127,8.32,6.758,1.736,58.34,11.111,57.83,0.0,
Russia,EasternEurope,emerging,1987,3.922,108.94,14.814,10.556,6.121,1.947,59.98,-1.206,52.99,0.8,Black Monday
Russia,EasternEurope,emerging,1988,4.169,113.48,12.347,10.764,6.122,-0.275,58.81,-8.282,53.51,0.0,
Russia,EasternEurope,emerging,1989,2.817,116.68,12.506,11.6,7.124,1.506,64.15,1.99,55.32,0.0,
Russia,EasternEurope,emerging,1990,3.222,120.44,13.924,12.785,7.025,-4.692,67.13,-3.006,57.63,0.6,Gulf War / S&L crisis
Russia,EasternEurope,emerging,1991,3.852,125.08,10.207,13.832,5.488,-2.282,70.34,-1.953,50.75,0.5,Recession
Russia,EasternEurope,emerging,1992,4.419,130.6,11.324,14.73,5.574,-0.079,74.06,7.743,48.86,0.0,
Russia,EasternEurope,emerging,1993,2.916,134.41,10.87,13.566,6.413,-0.252,76.88,-0.239,56.74,0.0,
Russia,EasternEurope,emerging,1994,2.653,137.98,9.59,13.005,6.67,-3.481,82.01,-2.432,58.21,0.0,
Russia,EasternEurope,emerging,1995,3.449,142.74,11.812,12.412,6.09,-2.485,84.62,5.417,60.21,0.0,
Russia,EasternEurope,emerging,1996,1.959,145.53,10.333,12.211,7.313,-3.52,85.92,2.048,47.42,0.0,
Russia,EasternEurope,emerging,1997,1.043,147.05,10.615,12.429,7.408,-0.732,92.62,0.942,47.4,1.2,Asian Financial Crisis
Russia,EasternEurope,emerging,1998,1.098,148.67,10.89,13.722,7.844,2.429,96.99,-3.188,49.12,1.0,LTCM / Russia default
Russia,EasternEurope,emerging,1999,1.401,150.75,8.496,13.943,7.741,-0.611,103.91,1.266,54.49,0.0,
Russia,EasternEurope,emerging,2000,0.313,151.22,8.306,12.947,8.156,-1.257,104.85,-5.2,50.34,0.0,
Russia,EasternEurope,emerging,2001,-0.014,151.2,11.7,13.353,8.048,-0.065,113.35,-3.761,47.76,0.9,Dot-com bust / 9-11
Russia,EasternEurope,emerging,2002,-1.083,149.56,13.942,13.969,8.188,-0.229,121.52,-2.736,45.19,0.7,Corporate scandals
Russia,EasternEurope,emerging,2003,-0.722,148.48,13.631,13.851,8.134,-2.672,128.94,-2.296,47.83,0.0,
Russia,EasternEurope,emerging,2004,0.572,149.33,14.201,14.822,7.99,-0.481,135.37,-6.78,49.17,0.0,
Russia,EasternEurope,emerging,2005,1.328,151.32,11.588,14.633,6.853,-3.322,144.55,-3.149,49.7,0.0,
Russia,EasternEurope,emerging,2006,0.558,152.16,11.917,15.511,7.519,-0.431,155.25,-9.927,56.83,0.0,
Russia,EasternEurope,emerging,2007,4.226,158.59,5.921,14.005,5.527,-0.53,161.67,4.983,56.71,0.0,
Russia,EasternEurope,emerging,2008,-0.648,157.56,7.032,13.1,7.732,-3.292,174.5,-2.978,50.22,3.0,Global Financial Crisis
Russia,EasternEurope,emerging,2009,-2.889,153.01,7.962,13.378,9.734,-3.037,181.85,-3.366,35.02,2.5,GFC trough
Russia,EasternEurope,emerging,2010,-0.308,152.54,5.997,13.142,9.064,-0.497,191.99,-5.259,51.36,0.0,
Russia,EasternEurope,emerging,2011,-0.354,152.0,4.871,11.259,7.944,-0.65,202.54,-2.688,53.42,0.6,Euro debt crisis
Russia,EasternEurope,emerging,2012,-0.981,150.51,8.928,9.942,8.49,-0.98,210.19,4.028,52.87,0.0,
Russia,EasternEurope,emerging,2013,1.568,152.87,8.132,9.795,6.825,-1.983,215.61,-1.928,53.36,0.0,
Russia,EasternEurope,emerging,2014,-0.243,152.5,8.213,10.619,8.682,-1.17,221.75,2.535,42.64,0.0,
Russia,EasternEurope,emerging,2015,1.785,155.22,7.663,11.599,6.244,1.836,230.77,-1.254,48.07,0.4,China slowdown
Russia,EasternEurope,emerging,2016,2.929,159.77,9.283,12.846,7.04,-1.188,238.78,-6.927,59.3,0.0,
Russia,EasternEurope,emerging,2017,2.138,163.18,12.187,13.491,7.096,-0.614,250.0,-1.033,52.46,0.0,
Russia,EasternEurope,emerging,2018,3.313,168.59,11.262,12.861,6.643,-0.128,250.0,-2.948,51.9,0.0,
Russia,EasternEurope,emerging,2019,5.442,177.76,13.902,14.425,5.085,-0.601,250.0,-3.24,57.17,0.0,
Russia,EasternEurope,emerging,2020,3.203,183.46,12.547,15.989,5.699,1.036,250.0,-9.288,46.24,2.8,COVID-19
Russia,EasternEurope,emerging,2021,7.376,196.99,11.697,15.95,3.695,3.114,250.0,-0.967,58.43,0.2,COVID recovery / stimulus
Russia,EasternEurope,emerging,2022,7.05,210.88,13.226,15.428,3.594,-1.292,250.0,-4.382,61.98,1.0,Inflation / rate hike cycle
Russia,EasternEurope,emerging,2023,5.312,222.08,12.252,14.94,5.376,3.842,250.0,0.947,53.36,0.4,Rates plateau
Russia,EasternEurope,emerging,2024,6.683,236.92,10.647,15.687,4.597,1.223,250.0,-2.756,64.41,0.0,
Poland,EasternEurope,emerging,1985,2.589,102.59,6.056,5.47,6.88,-0.924,52.14,-5.84,54.44,0.0,
Poland,EasternEurope,emerging,1986,2.87,105.53,4.664,5.42,6.632,-1.233,53.87,-5.077,61.14,0.0,
Poland,EasternEurope,emerging,1987,3.898,109.65,5.29,6.577,5.061,-5.115,55.05,-7.13,53.26,0.8,Black Monday
Poland,EasternEurope,emerging,1988,4.046,114.08,6.973,6.102,6.177,0.029,57.54,-3.341,59.93,0.0,
Poland,EasternEurope,emerging,1989,3.785,118.4,10.026,6.644,6.479,-0.119,58.89,1.504,54.51,0.0,
Poland,EasternEurope,emerging,1990,-0.441,117.88,3.075,6.875,8.835,3.775,62.26,-6.036,46.91,0.6,Gulf War / S&L crisis
Poland,EasternEurope,emerging,1991,-0.642,117.12,1.514,7.005,9.441,0.957,65.79,-5.579,52.72,0.5,Recession
Poland,EasternEurope,emerging,1992,0.485,117.69,1.533,6.27,7.465,0.294,66.0,6.326,50.38,0.0,
Poland,EasternEurope,emerging,1993,2.629,120.79,1.724,5.356,6.079,1.52,66.52,-1.599,53.76,0.0,
Poland,EasternEurope,emerging,1994,2.993,124.4,-1.133,3.888,6.901,-0.757,67.95,2.502,53.9,0.0,
Poland,EasternEurope,emerging,1995,1.883,126.74,-0.079,3.773,6.533,-0.749,67.39,6.081,52.41,0.0,
Poland,EasternEurope,emerging,1996,1.267,128.35,1.021,2.119,6.85,-2.92,67.31,7.83,49.61,0.0,
Poland,EasternEurope,emerging,1997,1.745,130.59,0.268,2.15,6.615,0.078,69.44,12.908,51.98,1.2,Asian Financial Crisis
Poland,EasternEurope,emerging,1998,0.992,131.88,2.317,3.684,6.689,-1.685,71.54,-1.431,48.42,1.0,LTCM / Russia default
Poland,EasternEurope,emerging,1999,0.054,131.95,5.561,2.799,7.873,2.092,74.06,-5.215,46.03,0.0,
Poland,EasternEurope,emerging,2000,0.764,132.96,3.835,3.013,6.917,1.626,76.73,1.149,55.42,0.0,
Poland,EasternEurope,emerging,2001,-0.152,132.76,2.404,2.203,7.98,-0.182,77.71,-9.487,46.3,0.9,Dot-com bust / 9-11
Poland,EasternEurope,emerging,2002,0.678,133.66,3.04,3.117,8.639,1.519,83.07,4.272,54.7,0.7,Corporate scandals
Poland,EasternEurope,emerging,2003,3.729,138.65,5.234,4.222,6.033,-0.083,84.33,2.886,53.17,0.0,
Poland,EasternEurope,emerging,2004,3.568,143.59,0.377,4.869,6.106,0.911,89.41,2.738,59.43,0.0,
Poland,EasternEurope,emerging,2005,2.186,146.73,5.996,6.072,7.012,2.85,90.04,-1.892,57.46,0.0,
Poland,EasternEurope,emerging,2006,0.399,147.32,6.818,6.701,8.785,-3.166,96.95,-3.493,49.23,0.0,
Poland,EasternEurope,emerging,2007,-0.167,147.07,4.179,6.496,7.527,1.481,99.57,-5.969,48.18,0.0,
Poland,EasternEurope,emerging,2008,-2.321,143.66,4.528,5.944,9.509,2.165,103.72,-5.247,42.1,3.0,Global Financial Crisis
Poland,EasternEurope,emerging,2009,-5.294,136.05,2.181,4.121,10.543,-1.522,110.25,-10.833,36.44,2.5,GFC trough
Poland,EasternEurope,emerging,2010,-3.181,131.72,-0.264,2.269,9.39,-0.787,114.26,-1.879,49.89,0.0,
Poland,EasternEurope,emerging,2011,-1.2,130.14,-0.478,1.357,8.662,2.429,115.95,5.33,47.21,0.6,Euro debt crisis
Poland,EasternEurope,emerging,2012,1.89,132.6,3.1,1.7,6.924,1.013,117.61,8.822,52.94,0.0,
Poland,EasternEurope,emerging,2013,1.931,135.16,2.461,0.723,7.313,-1.64,121.48,-5.853,53.14,0.0,
Poland,EasternEurope,emerging,2014,3.828,140.33,-1.436,1.743,5.873,0.282,124.11,5.411,56.29,0.0,
Poland,EasternEurope,emerging,2015,4.828,147.11,0.509,2.917,5.847,3.929,127.59,-7.832,63.93,0.4,China slowdown
Poland,EasternEurope,emerging,2016,3.932,152.89,4.299,3.313,6.565,-1.377,130.93,-1.206,60.35,0.0,
Poland,EasternEurope,emerging,2017,4.475,159.74,6.211,2.368,5.72,0.821,132.97,4.293,55.3,0.0,
Poland,EasternEurope,emerging,2018,4.415,166.79,8.231,1.923,6.087,-0.668,132.58,0.563,59.99,0.0,
Poland,EasternEurope,emerging,2019,5.558,176.06,7.215,3.925,5.655,-0.175,133.09,-3.991,60.45,0.0,
Poland,EasternEurope,emerging,2020,1.118,178.03,4.299,2.59,7.857,-1.094,136.73,1.773,45.86,2.8,COVID-19
Poland,EasternEurope,emerging,2021,4.434,185.92,6.499,4.537,5.118,1.14,141.35,-1.532,55.52,0.2,COVID recovery / stimulus
Poland,EasternEurope,emerging,2022,3.627,192.67,9.589,6.302,6.467,-1.964,147.01,4.307,53.74,1.0,Inflation / rate hike cycle
Poland,EasternEurope,emerging,2023,1.528,195.61,7.502,6.865,6.664,-0.72,148.8,2.136,51.88,0.4,Rates plateau
Poland,EasternEurope,emerging,2024,0.171,195.94,7.604,7.064,8.173,-0.783,152.3,-4.785,48.63,0.0,
Turkey,EasternEurope,emerging,1985,4.523,104.52,15.296,17.916,5.527,-0.703,58.35,-3.942,53.35,0.0,
Turkey,EasternEurope,emerging,1986,8.47,113.38,16.079,17.365,4.187,-1.82,62.66,-1.378,58.09,0.0,
Turkey,EasternEurope,emerging,1987,9.008,123.59,17.108,19.051,3.713,-0.889,66.84,5.414,58.81,0.8,Black Monday
Turkey,EasternEurope,emerging,1988,10.043,136.0,18.387,20.241,3.104,0.274,67.39,-1.467,61.82,0.0,
Turkey,EasternEurope,emerging,1989,8.158,147.1,18.385,20.958,4.308,1.326,71.51,-7.852,64.44,0.0,
Turkey,EasternEurope,emerging,1990,6.113,156.09,17.826,20.997,4.699,3.088,79.01,1.374,55.27,0.6,Gulf War / S&L crisis
Turkey,EasternEurope,emerging,1991,5.253,164.29,17.577,21.031,5.543,-0.882,84.98,0.248,56.65,0.5,Recession
Turkey,EasternEurope,emerging,1992,4.322,171.39,18.482,20.622,5.553,-1.058,88.79,4.034,51.89,0.0,
Turkey,EasternEurope,emerging,1993,3.528,177.43,20.296,20.891,6.142,-2.024,96.97,2.645,56.14,0.0,
Turkey,EasternEurope,emerging,1994,4.416,185.27,19.384,21.018,5.385,2.58,105.29,-4.782,55.03,0.0,
Turkey,EasternEurope,emerging,1995,4.077,192.82,16.251,20.957,5.754,-1.905,109.72,-8.194,53.42,0.0,
Turkey,EasternEurope,emerging,1996,4.08,200.69,14.25,20.834,5.927,1.154,116.99,-3.711,54.88,0.0,
Turkey,EasternEurope,emerging,1997,2.03,204.76,15.703,19.632,7.444,-0.677,127.52,-5.824,47.82,1.2,Asian Financial Crisis
Turkey,EasternEurope,emerging,1998,2.625,210.14,17.735,21.195,6.708,3.675,136.36,4.673,48.09,1.0,LTCM / Russia default
Turkey,EasternEurope,emerging,1999,3.598,217.7,12.505,19.189,6.434,-2.625,145.99,5.281,52.49,0.0,
Turkey,EasternEurope,emerging,2000,2.786,223.76,12.056,17.447,6.557,0.204,154.18,9.255,50.94,0.0,
Turkey,EasternEurope,emerging,2001,3.809,232.28,10.45,16.513,6.687,2.263,161.92,4.14,53.7,0.9,Dot-com bust / 9-11
Turkey,EasternEurope,emerging,2002,2.819,238.83,12.536,17.545,6.826,1.133,173.01,-6.566,53.11,0.7,Corporate scandals
Turkey,EasternEurope,emerging,2003,2.144,243.95,11.849,18.457,6.801,-1.48,186.26,-3.793,51.04,0.0,
Turkey,EasternEurope,emerging,2004,4.357,254.58,12.565,16.581,6.094,-0.793,199.29,-2.3,57.99,0.0,
Turkey,EasternEurope,emerging,2005,6.648,271.51,11.35,15.979,4.87,-1.715,209.39,-0.03,56.65,0.0,
Turkey,EasternEurope,emerging,2006,6.295,288.6,12.222,15.923,4.553,-1.11,219.27,0.609,55.68,0.0,
Turkey,EasternEurope,emerging,2007,6.36,306.95,9.148,14.473,4.68,-1.712,232.14,1.85,57.6,0.0,
Turkey,EasternEurope,emerging,2008,1.84,312.6,11.127,12.959,6.995,-1.874,242.36,-22.323,50.44,3.0,Global Financial Crisis
Turkey,EasternEurope,emerging,2009,0.827,315.18,13.98,14.32,7.923,-0.906,250.0,2.307,53.4,2.5,GFC trough
Turkey,EasternEurope,emerging,2010,1.432,319.7,18.13,15.221,7.952,3.393,250.0,-3.364,48.49,0.0,
Turkey,EasternEurope,emerging,2011,0.448,321.13,19.286,16.141,7.802,1.112,250.0,5.148,48.25,0.6,Euro debt crisis
Turkey,EasternEurope,emerging,2012,2.225,328.27,19.67,18.396,6.835,-4.247,250.0,-0.397,49.37,0.0,
Turkey,EasternEurope,emerging,2013,3.096,338.44,18.014,17.836,6.788,-1.127,250.0,-3.217,57.15,0.0,
Turkey,EasternEurope,emerging,2014,3.523,350.36,17.569,18.013,6.47,2.699,250.0,2.664,55.73,0.0,
